time,par,"(0.0135,0.0138]","(0.0138,0.0141]","(0.0141,0.0144]","(0.0144,0.0148]","(0.0148,0.0151]","(0.0151,0.0155]","(0.0155,0.0158]","(0.0158,0.0162]","(0.0162,0.0166]","(0.0166,0.017]","(0.017,0.0174]","(0.0174,0.0178]","(0.0178,0.0182]","(0.0182,0.0186]","(0.0186,0.019]","(0.019,0.0195]","(0.0195,0.0199]","(0.0199,0.0204]","(0.0204,0.0209]","(0.0209,0.0214]","(0.0214,0.0219]","(0.0219,0.0224]","(0.0224,0.0229]","(0.0229,0.0235]","(0.0235,0.024]","(0.024,0.0246]","(0.0246,0.0251]","(0.0251,0.0257]","(0.0257,0.0263]","(0.0263,0.0269]","(0.0269,0.0276]","(0.0276,0.0282]","(0.0282,0.0289]","(0.0289,0.0295]","(0.0295,0.0302]","(0.0302,0.0309]","(0.0309,0.0317]","(0.0317,0.0324]","(0.0324,0.0332]","(0.0332,0.0339]","(0.0339,0.0347]","(0.0347,0.0355]","(0.0355,0.0364]","(0.0364,0.0372]","(0.0372,0.0381]","(0.0381,0.039]","(0.039,0.0399]","(0.0399,0.0408]","(0.0408,0.0418]","(0.0418,0.0428]","(0.0428,0.0438]","(0.0438,0.0448]","(0.0448,0.0458]","(0.0458,0.0469]","(0.0469,0.048]","(0.048,0.0491]","(0.0491,0.0503]","(0.0503,0.0514]","(0.0514,0.0526]","(0.0526,0.0539]","(0.0539,0.0551]","(0.0551,0.0564]","(0.0564,0.0577]","(0.0577,0.0591]","(0.0591,0.0605]","(0.0605,0.0619]","(0.0619,0.0633]","(0.0633,0.0648]","(0.0648,0.0663]","(0.0663,0.0679]","(0.0679,0.0695]","(0.0695,0.0711]","(0.0711,0.0728]","(0.0728,0.0745]","(0.0745,0.0762]","(0.0762,0.078]","(0.078,0.0798]","(0.0798,0.0817]","(0.0817,0.0836]","(0.0836,0.0855]","(0.0855,0.0875]","(0.0875,0.0896]","(0.0896,0.0917]","(0.0917,0.0938]","(0.0938,0.096]","(0.096,0.0982]","(0.0982,0.101]","(0.101,0.103]","(0.103,0.105]","(0.105,0.108]","(0.108,0.11]","(0.11,0.113]","(0.113,0.116]","(0.116,0.118]","(0.118,0.121]","(0.121,0.124]","(0.124,0.127]","(0.127,0.13]","(0.13,0.133]","(0.133,0.136]"
2015-07-27T11:45:55Z,0,0,77.132,197.115,719.9,857.023,2056.856,1551.212,2373.955,2588.21,2862.458,3085.284,3650.919,3565.217,3462.374,4370.819,4885.033,4242.265,5373.536,5030.727,5296.404,5296.404,5716.346,5073.578,6247.7,4833.612,5587.792,4327.968,4619.356,4310.827,4310.827,4473.662,3470.944,3813.754,2982.441,3522.366,3008.152,2991.011,2073.996,2176.839,1602.634,1808.319,1825.46,1422.659,1079.849,1208.403,917.015,857.023,737.04,625.627,685.619,548.495,368.52,488.503,419.941,394.231,359.95,351.38,248.537,368.52,205.686,231.396,145.694,145.694,231.396,162.834,128.553,171.405,145.694,111.413,94.273,59.992,59.992,102.843,59.992,59.992,42.851,34.281,8.57,8.57,17.14,0,8.57,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T11:48:55Z,0,0,121.44,234.206,667.921,1040.916,1726.186,1639.443,2515.547,2532.896,3157.445,2871.193,3504.417,3781.995,3981.504,4588.705,4814.237,4710.145,5690.341,5378.066,5221.929,5299.998,6150.079,5057.117,6271.519,4675.448,5265.3,4649.425,5048.443,4458.59,4328.476,4363.173,3851.389,3738.624,3252.863,3530.44,3270.211,2853.845,2185.924,2333.387,1665.466,1743.534,1474.631,1509.328,1127.659,936.824,1006.219,893.453,780.687,815.384,763.338,537.807,416.366,329.623,459.738,294.926,242.88,372.995,381.669,294.926,216.858,190.835,225.532,147.463,156.137,164.812,225.532,190.835,138.789,156.137,130.115,43.372,78.069,60.72,104.092,60.72,60.72,26.023,43.372,34.697,34.697,0,17.349,8.674,17.349,8.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T11:51:56Z,0,0,121.845,200.173,661.443,1009.571,2045.251,1758.045,2602.255,2654.475,2941.68,3054.822,3681.452,3829.406,3838.109,4821.57,5134.885,4421.223,5543.935,5248.027,5952.986,4830.273,5395.981,5047.853,6344.629,4569.178,5152.292,4238.456,4865.086,4769.351,3864.219,4682.319,3838.109,3768.484,3333.324,3437.762,3046.118,3220.182,2193.205,2280.237,1766.749,1383.808,1427.324,1610.091,1070.493,1079.196,966.055,852.913,757.178,513.489,617.927,461.269,330.721,461.269,426.457,278.502,365.534,443.863,269.799,261.096,295.909,191.47,252.393,217.58,226.283,156.658,95.735,130.548,174.064,78.329,69.626,95.735,60.922,78.329,69.626,34.813,52.219,26.11,26.11,0,17.406,8.703,8.703,8.703,17.406,8.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T11:54:56Z,0,0,103.155,249.291,670.508,971.377,1882.58,1624.692,2578.877,2458.529,3043.074,3120.441,3541.657,3619.024,3773.756,3937.085,5174.946,4401.283,5768.087,5149.157,5707.914,5269.505,5441.43,4865.481,6060.36,4667.767,4960.039,4470.053,4882.673,4607.593,4005.855,4341.109,3567.446,3404.117,3189.211,3292.366,2871.149,2974.304,2037.313,2252.219,1710.655,1727.847,1659.077,1495.748,962.781,1074.532,1134.706,876.818,636.123,661.912,601.738,464.198,429.813,266.484,507.179,361.043,412.62,335.254,163.329,223.503,257.888,240.695,197.714,223.503,232.099,335.254,120.348,171.925,68.77,42.981,103.155,68.77,60.174,60.174,77.366,51.578,17.193,34.385,0,8.596,0,25.789,0,0,8.596,25.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T11:57:56Z,0,0,70.056,192.654,639.262,1094.626,1707.617,1655.075,2241.794,2618.346,3012.411,3170.037,3695.458,3791.785,3984.439,4282.178,5070.308,4273.421,5823.411,5823.411,5350.533,5359.29,5832.168,5192.907,6261.262,4851.383,5490.645,4168.336,4658.729,4325.963,4492.346,4229.635,3511.561,3642.916,3336.421,3222.579,2872.299,2653.374,2259.308,2303.093,1514.963,1471.178,1620.047,1453.664,1155.925,1050.841,963.271,761.86,577.963,849.43,604.234,560.449,455.364,472.879,359.037,359.037,288.981,385.308,280.224,297.738,350.28,262.71,288.981,210.168,157.626,96.327,148.869,245.196,105.084,157.626,113.841,78.813,70.056,35.028,52.542,35.028,17.514,35.028,26.271,17.514,26.271,26.271,26.271,0,8.757,8.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:00:56Z,0,0,103.678,267.835,622.068,1010.861,2013.083,1779.807,2462.354,2859.787,3248.58,2522.833,3637.373,3810.169,3654.652,4630.954,5080.226,4622.314,5425.819,5693.655,5754.133,5382.62,5408.54,5529.498,6289.803,4397.679,5192.544,4579.115,4916.069,4319.92,3689.212,4648.234,3257.22,3706.491,2756.109,3507.775,2816.588,3136.262,1909.405,2306.837,1831.646,1589.731,1503.332,1382.374,1105.9,959.022,1105.9,846.704,630.708,647.988,552.95,483.831,492.471,406.072,345.594,345.594,336.954,293.755,241.916,172.797,285.115,233.276,164.157,224.636,146.877,181.437,155.517,95.038,77.759,95.038,138.237,103.678,95.038,51.839,51.839,34.559,34.559,25.92,60.479,34.559,17.28,0,0,25.92,8.64,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:03:56Z,0,0,122.911,219.484,693.569,1132.536,1834.884,1861.222,2625.025,2756.715,3415.166,3467.843,3564.415,3573.195,3915.589,4038.5,5083.243,4336.998,5399.299,5390.52,5364.182,5390.52,5697.797,5408.079,6189.441,4503.806,5092.022,4214.087,4758.407,4723.289,4091.176,4881.318,3652.209,3748.782,2739.157,3371.27,2976.199,3011.316,2247.513,2423.1,1694.414,1676.856,1422.254,1378.358,1062.301,1027.184,974.508,807.7,570.658,790.141,676.01,561.878,482.864,386.291,368.733,324.836,289.718,412.629,237.042,289.718,193.146,245.822,245.822,254.601,228.263,201.925,175.587,140.47,149.249,61.455,87.793,52.676,87.793,79.014,52.676,52.676,26.338,35.117,26.338,17.559,35.117,17.559,17.559,0,26.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:06:57Z,0,0,114.183,254.716,667.53,948.596,2011.375,1897.192,2397.84,2696.472,3522.102,3065.37,3803.167,3847.084,4066.666,4470.698,5111.878,4207.199,5665.226,5603.743,6007.774,5577.393,5753.059,4848.379,6016.558,4778.113,5542.26,4321.382,4699.063,4646.364,3794.384,4699.063,3829.517,3732.901,2959.971,3548.452,2880.921,2608.639,2143.124,2239.74,1712.743,1712.743,1519.51,1484.377,957.379,869.546,895.896,781.713,702.664,702.664,597.264,632.397,544.564,474.298,430.382,377.682,289.849,307.415,281.065,237.149,289.849,237.149,272.282,202.016,228.366,193.233,193.233,96.616,175.666,87.833,122.966,96.616,96.616,70.266,61.483,43.916,61.483,35.133,8.783,26.35,35.133,8.783,26.35,0,8.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:09:57Z,0,0,181.666,207.619,735.316,951.585,2145.392,1773.408,2526.026,2837.454,3200.786,2673.089,3520.865,3564.119,4091.816,4238.879,4662.767,4593.561,5631.653,5640.304,5735.463,5553.796,5579.749,5095.305,6185.303,4809.83,5545.146,4334.037,5363.479,4602.211,3918.8,4204.276,3745.785,3356.5,2915.311,3494.912,2794.2,3269.992,2188.646,2249.201,1790.71,1738.805,1479.282,1340.87,1141.902,1072.696,916.982,735.316,622.856,640.157,397.936,536.348,423.888,467.142,449.84,337.38,276.825,363.332,320.079,224.92,268.174,198.968,216.269,216.269,138.412,147.063,198.968,138.412,207.619,155.714,95.159,95.159,51.905,34.603,17.302,77.857,77.857,17.302,17.302,25.952,25.952,0,8.651,17.302,8.651,8.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:12:57Z,0,0,171.833,274.932,799.022,1005.222,1958.893,1675.369,2405.659,2697.774,3161.723,3247.639,3797.504,3771.729,3900.604,4313.002,5189.349,4416.102,5575.973,5584.565,5670.481,5412.732,5636.115,5137.8,6125.838,4648.076,5189.349,4596.526,4888.642,4149.761,4192.719,4562.16,3239.048,3617.08,3170.314,3118.765,2474.392,2723.549,2019.035,2216.643,1821.427,1701.144,1486.353,1348.887,1091.138,1151.28,1022.405,618.598,627.19,584.231,610.006,532.682,532.682,463.948,403.807,274.932,395.215,300.707,386.624,343.666,266.341,257.749,266.341,206.199,180.424,223.383,128.875,171.833,163.241,85.916,51.55,34.367,154.649,51.55,34.367,25.775,51.55,25.775,0,25.775,17.183,0,25.775,25.775,8.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:15:57Z,0,0,128.639,308.732,797.559,1020.532,1972.457,1586.542,2778.592,2718.56,3044.445,3181.659,3953.49,3670.485,3962.066,4468.044,5540.032,4322.254,5437.121,5668.67,5891.644,5488.576,5660.094,4776.776,6586.291,4442.316,5231.299,4708.169,4793.928,4064.977,4064.977,4493.772,3558.999,3696.213,3087.324,3456.088,3061.596,2855.775,2015.337,2212.582,1457.903,1663.725,1569.39,1483.631,934.773,1089.139,1003.38,634.617,557.434,668.92,643.193,557.434,343.036,385.916,394.491,403.067,377.34,300.157,317.308,257.277,300.157,171.518,231.549,265.853,214.398,111.487,180.094,205.822,162.942,77.183,102.911,94.335,60.031,25.728,68.607,85.759,25.728,8.576,42.88,0,17.152,17.152,8.576,25.728,8.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:18:58Z,0,0,126.692,278.723,675.692,1283.816,2111.539,1714.57,2618.308,2626.754,3192.647,3285.554,3657.185,3986.585,3927.462,4738.293,5557.57,4788.97,5371.755,5363.309,5557.57,5017.016,5557.57,4797.416,5777.17,4848.093,5422.432,4324.432,4814.309,4687.616,3995.032,4400.447,3370.016,3648.739,2897.031,2863.247,2761.893,2846.354,2103.093,2170.662,1697.677,1545.646,1596.323,1300.708,1047.323,962.862,836.169,692.585,684.139,633.462,456.092,422.308,489.877,430.754,388.523,346.292,304.062,405.415,270.277,168.923,219.6,253.385,177.369,202.708,168.923,109.8,101.354,152.031,101.354,118.246,101.354,76.015,59.123,50.677,25.338,33.785,50.677,33.785,8.446,16.892,16.892,0,8.446,16.892,0,8.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:21:58Z,0,0,78.918,254.292,868.101,1122.393,2174.637,1841.426,2385.086,2814.752,3323.336,3235.649,3665.316,3717.928,3884.533,4515.879,5077.076,4296.662,5725.959,5357.674,5436.592,5699.653,6357.306,5401.518,5936.408,4550.954,5480.436,3919.608,4892.933,4244.05,4480.804,4445.73,3621.472,3253.187,3165.5,3235.649,2656.915,2998.895,1920.345,2244.787,1666.053,1657.284,1473.141,1359.148,1139.931,1096.087,1236.386,754.108,806.72,631.346,552.428,499.816,464.741,298.136,429.666,306.904,271.83,271.83,236.755,289.367,280.598,368.285,315.673,271.83,236.755,201.68,140.299,149.068,52.612,175.374,78.918,87.687,70.15,87.687,26.306,35.075,35.075,52.612,35.075,17.537,8.769,17.537,8.769,17.537,0,8.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:24:58Z,0,0,126.095,311.034,907.883,1151.667,2135.207,1765.329,2664.806,3085.122,3143.966,3211.217,3934.161,4026.631,3883.723,4421.728,5489.332,4379.697,5741.522,5506.144,5514.551,5169.891,5522.957,4615.074,6245.901,4413.322,5220.329,4312.446,5018.577,4589.855,3976.193,4337.665,3278.468,3412.969,2656.399,3228.03,2647.993,2967.434,2017.519,2471.46,1571.983,1471.107,1429.076,1269.355,815.414,941.509,983.54,840.633,613.662,849.039,580.037,512.786,470.754,361.472,521.192,344.659,386.691,403.504,193.346,218.565,260.596,201.752,218.565,218.565,159.72,142.908,126.095,84.063,151.314,67.251,84.063,84.063,58.844,92.47,16.813,33.625,42.032,33.625,42.032,8.406,16.813,16.813,25.219,8.406,25.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:27:58Z,0,0,156.19,268.993,754.917,919.784,2056.498,1839.568,2446.973,2941.574,3522.946,3115.118,3436.174,4295.218,3991.516,4442.73,5145.584,4347.281,5683.571,5501.35,6030.66,5249.711,5466.641,5041.458,6481.874,4677.015,4911.3,4173.737,5084.844,4590.243,4095.642,4347.281,3297.339,3522.946,3184.535,3089.086,2585.808,2794.061,2230.042,2230.042,1579.252,1648.67,1475.125,1214.809,945.816,1128.037,1058.619,867.721,642.113,633.436,650.791,598.727,425.183,286.348,442.538,433.86,494.601,329.734,225.607,251.639,295.025,303.702,321.057,242.962,164.867,147.513,156.19,138.835,121.481,69.418,104.126,104.126,26.032,52.063,43.386,26.032,52.063,26.032,52.063,43.386,17.354,34.709,17.354,8.677,8.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:30:59Z,0,0,134.91,337.276,834.758,885.35,2006.793,1846.587,2597.026,2774.096,3128.236,3431.785,3743.765,3870.244,4190.656,4199.088,5168.757,4494.204,5691.535,5269.94,5758.99,5379.554,5463.873,5084.438,5885.468,4544.796,5581.92,4274.975,4924.231,4123.201,4055.745,4131.633,3591.991,3524.536,2968.03,3313.738,3111.372,2892.143,2040.521,2335.637,1610.494,1593.63,1340.673,1231.058,1053.988,1003.396,876.918,742.007,649.257,615.529,632.393,514.346,379.436,438.459,497.482,311.98,362.572,354.14,261.389,278.253,269.821,286.685,202.366,177.07,193.934,177.07,143.342,177.07,92.751,101.183,109.615,101.183,33.728,67.455,84.319,25.296,16.864,16.864,33.728,59.023,8.432,25.296,16.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:33:59Z,0,0,145.734,197.169,694.377,1148.723,2366.026,2160.285,2648.921,2957.533,3351.871,4003.385,4097.683,3909.087,3831.934,4620.61,5709.325,4826.351,5966.501,5632.172,5666.462,5460.72,5786.478,4954.939,6095.09,4723.48,4894.931,4534.884,4792.061,4354.86,3866.224,4217.699,3283.29,3677.628,2828.945,3317.581,2974.678,2786.082,2203.148,2074.559,1620.214,1414.472,1423.045,1465.908,942.982,925.836,848.683,780.103,694.377,668.66,600.079,574.361,454.346,368.62,420.055,325.757,265.749,248.604,231.459,222.887,222.887,300.04,171.451,205.741,240.032,128.588,162.879,120.016,162.879,68.58,94.298,60.008,85.726,102.871,60.008,51.435,42.863,42.863,34.29,17.145,8.573,8.573,17.145,17.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:36:59Z,0,0,153.931,324.965,803.862,1120.275,2155.033,1770.206,2556.964,2762.205,3429.24,3258.205,3950.894,3993.653,4301.515,4369.929,5310.618,4711.997,5857.928,5515.859,5951.997,5652.687,5584.273,5105.377,6302.617,4729.101,5746.755,4292.963,4635.032,4327.17,4079.17,4592.273,3377.929,3335.171,3223.998,2762.205,2522.757,2685.24,1983.999,2189.24,1659.034,1693.24,1667.585,1205.792,1086.068,1000.551,1034.758,726.896,547.31,521.655,538.758,461.793,401.931,342.069,359.172,350.62,461.793,359.172,273.655,307.862,265.103,230.896,290.758,213.793,188.138,196.69,145.379,136.828,119.724,111.172,59.862,111.172,51.31,59.862,17.103,34.207,51.31,25.655,42.759,25.655,0,8.552,17.103,0,17.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:39:59Z,0,0,110.538,289.099,748.255,1045.857,2074.708,2066.205,2516.859,3146.074,3273.617,3605.231,3843.312,4038.879,4234.445,4651.087,5824.488,4413.006,5441.857,5875.505,5450.36,5492.875,5467.366,5135.753,6079.575,4464.024,4846.654,4523.544,4676.596,4302.468,4089.896,4370.492,3605.231,3273.617,2993.022,3010.027,2942.004,2695.42,1913.153,2015.188,1675.072,1590.043,1275.435,1224.418,1037.354,1096.874,918.313,765.261,518.677,603.706,535.683,348.619,459.157,425.145,306.104,340.116,323.11,442.151,331.613,263.59,289.099,221.075,204.07,195.567,178.561,204.07,127.544,153.052,85.029,51.017,68.023,25.509,68.023,51.017,51.017,34.012,42.515,25.509,17.006,34.012,0,17.006,0,8.503,8.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:43:00Z,0,0,155.895,251.164,918.048,944.031,2147.887,1766.81,2658.876,2901.379,3750.141,3334.421,3732.819,4148.539,4035.948,4356.399,5707.489,4598.902,5612.22,5534.272,5707.489,5828.74,5698.828,5170.517,6365.712,4902.031,5620.88,4018.626,5231.143,3767.462,3975.322,4148.539,3265.134,3750.141,3195.847,2875.396,2554.946,2728.162,1991.992,2087.261,1593.593,1541.628,1377.072,1342.429,1082.604,995.996,909.387,770.814,580.276,580.276,597.597,571.615,329.112,510.989,441.702,346.433,268.486,277.147,294.468,199.199,216.521,147.234,173.217,251.164,181.877,181.877,173.217,147.234,129.912,129.912,95.269,60.626,51.965,69.287,25.982,25.982,34.643,34.643,34.643,25.982,51.965,34.643,0,8.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:46:00Z,0,0,104.157,312.472,937.415,1180.448,2404.296,1727.274,2942.441,3029.239,3706.261,3428.508,4070.811,4036.092,4244.406,4522.159,5485.613,4331.204,5746.006,5624.489,5667.888,5667.888,5589.77,4999.546,6301.511,4721.793,5147.102,4461.4,4895.389,4131.569,3810.418,4209.687,3306.991,3350.39,2977.16,3055.278,2907.722,2560.531,1831.431,2282.779,1475.56,1466.881,1206.488,1102.33,972.134,894.016,833.258,729.1,486.067,642.303,538.146,460.028,520.786,451.348,338.511,381.91,216.994,303.792,269.073,243.033,173.595,182.275,225.674,199.635,208.314,104.157,138.876,121.517,182.275,156.236,78.118,78.118,26.039,60.758,52.079,34.719,52.079,34.719,34.719,26.039,8.68,8.68,0,17.36,8.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:49:00Z,0,0,126.787,312.742,1014.299,1065.014,2307.53,1935.621,2797.775,2975.277,3245.757,3558.499,3786.717,4285.414,3845.884,4446.011,5003.875,4631.966,5908.292,5578.645,5248.998,5434.953,5502.572,5308.165,5899.84,4767.206,5223.64,4268.509,4927.803,4091.006,3803.622,4065.649,3110.517,3355.639,2670.988,3059.802,2493.485,2899.205,1986.336,1977.883,1293.231,1352.399,1234.064,1115.729,879.059,938.227,938.227,600.127,507.15,650.842,431.077,447.982,397.267,321.195,380.362,346.552,278.932,371.91,321.195,278.932,312.742,185.955,177.502,236.67,135.24,135.24,143.692,152.145,84.525,118.335,109.882,50.715,25.357,76.072,59.167,67.62,33.81,25.357,8.452,25.357,8.452,0,0,16.905,8.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:52:00Z,0,0,119.021,272.048,807.642,1224.216,2354.915,2031.858,2796.992,3086.043,3545.124,3800.169,4046.713,3953.196,4208.241,4794.844,4981.877,4369.769,5542.976,5610.988,5491.967,5313.436,5585.483,4939.37,5874.534,4616.313,5219.919,4463.286,4641.817,4199.739,3664.145,4080.719,3281.578,3349.59,2779.989,2907.512,2346.413,2371.918,1759.81,1912.837,1351.738,1181.708,1360.24,1062.687,714.126,833.147,986.174,629.111,493.087,510.09,416.573,314.555,399.57,323.057,280.549,365.564,280.549,331.558,221.039,204.036,365.564,263.546,212.537,195.534,85.015,127.522,102.018,127.522,110.519,76.513,102.018,59.51,102.018,68.012,85.015,59.51,85.015,59.51,8.501,25.504,8.501,51.009,0,0,17.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:55:00Z,0,0,171.416,325.691,797.085,1131.347,2091.277,2236.981,2811.225,2999.783,3496.89,3616.881,4122.559,3925.43,4268.263,5125.344,5408.18,4388.254,5896.716,5905.287,5562.455,5202.481,5871.004,5091.06,5485.317,4842.507,5048.206,4011.138,4653.949,3951.143,3882.576,4071.134,3411.182,3359.757,2699.805,3008.354,2416.968,2185.556,1637.024,1654.166,1199.913,1474.179,1002.785,1328.475,891.364,865.652,831.368,685.665,625.669,642.811,411.399,488.536,334.262,368.545,377.116,334.262,299.978,274.266,248.553,265.695,325.691,145.704,162.845,188.558,154.275,248.553,179.987,119.991,102.85,154.275,102.85,42.854,51.425,17.142,25.712,68.566,17.142,17.142,17.142,0,8.571,0,0,0,8.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T12:58:01Z,0,0,117.316,360.327,779.312,1240.195,2245.759,2120.064,2958.033,3284.842,3142.387,3427.296,4039.014,3938.458,4223.368,4608.834,5220.552,4600.454,5773.612,5329.488,5832.27,5471.943,5538.98,5011.059,5966.345,4390.962,4826.706,3863.041,4642.353,4449.62,3511.093,4055.774,3452.435,3242.943,2530.669,2907.755,2371.454,2388.214,1734.597,1893.812,1298.853,1248.575,1114.5,1080.981,863.109,796.071,703.895,620.098,527.921,578.199,486.022,435.744,393.846,360.327,393.846,284.91,226.252,284.91,217.872,175.974,192.733,243.011,159.214,150.835,175.974,184.353,175.974,100.556,134.075,142.455,108.936,100.556,83.797,25.139,58.658,50.278,25.139,41.898,41.898,0,8.38,33.519,8.38,16.759,25.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T13:01:01Z,0,0,134.954,354.254,767.55,1197.715,2682.208,2032.742,2774.988,3272.631,3466.627,3820.881,4065.485,4073.919,4175.135,4681.211,5389.719,4917.381,6030.75,5769.277,5642.758,5440.327,5887.361,5237.896,6039.185,4436.608,5077.638,4267.915,4858.338,4040.181,3610.015,4158.265,3449.758,3103.938,2471.342,3070.2,2370.127,2488.212,1939.962,1973.7,1273.627,1214.585,1231.454,944.677,927.808,792.854,733.812,607.292,506.077,531.381,548.25,455.469,295.212,396.427,371.123,269.908,261.473,295.212,244.604,328.95,328.95,219.3,219.3,210.865,193.996,185.562,134.954,109.65,126.519,75.912,101.215,84.346,42.173,50.608,25.304,16.869,16.869,25.304,33.738,8.435,16.869,8.435,16.869,0,8.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T13:04:01Z,0,0,158.332,290.275,958.788,1310.636,2313.405,2137.481,2858.77,3184.23,3729.596,3562.468,4169.407,4116.629,4371.72,4881.9,5840.688,5005.047,5990.224,6148.555,5576.801,5330.507,5638.375,5392.081,6086.982,4556.44,4996.251,4204.592,4582.829,3984.686,3870.335,4301.35,3694.411,3219.415,2902.752,2964.325,2295.813,2506.922,1715.262,1979.149,1328.229,1275.451,1504.153,1301.84,967.584,879.622,897.214,642.124,650.92,703.697,483.792,589.347,343.052,413.422,395.83,351.849,246.294,343.052,263.887,316.664,290.275,202.313,272.683,149.536,219.905,149.536,167.128,158.332,123.147,131.943,70.37,105.555,61.574,43.981,52.777,79.166,26.389,26.389,35.185,17.592,26.389,17.592,8.796,0,26.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T13:07:01Z,0,0,93.796,409.292,1091.447,1261.985,2344.905,2063.516,3112.328,3410.771,3845.644,3700.686,4178.194,4178.194,4425.475,4988.252,5687.46,4792.133,5849.472,5755.676,5772.729,5695.987,6002.956,5201.425,6071.172,4297.571,4783.606,4297.571,5005.306,4391.367,3632.471,4152.613,3197.598,3316.974,2668.928,3044.113,2310.797,2242.582,1841.816,1858.87,1526.32,1372.835,1321.674,1057.339,852.693,963.543,784.477,579.831,648.046,613.939,545.723,451.927,366.658,341.077,306.969,281.389,272.862,358.131,213.173,230.227,238.754,230.227,196.119,187.592,196.119,204.646,179.065,76.742,110.85,136.431,42.635,34.108,102.323,34.108,76.742,25.581,59.688,17.054,25.581,8.527,17.054,17.054,8.527,0,17.054,8.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T13:10:02Z,0,0,163.759,267.185,870.506,1292.831,2464.998,2034.055,2990.75,3145.889,3757.83,3818.162,4274.962,4955.853,4214.63,4542.147,5360.94,4766.238,5800.503,5817.741,5886.692,5412.654,5886.692,4826.57,6007.356,4619.717,5360.94,4387.007,4636.955,3912.969,3619.928,4387.007,3180.365,3240.697,2645.995,2663.232,2352.953,2404.666,2085.768,2163.338,1525.541,1206.643,1266.975,1129.073,827.412,870.506,723.986,611.94,594.702,525.751,517.133,525.751,379.231,387.849,422.325,327.517,301.661,387.849,284.423,284.423,301.661,103.427,198.234,215.472,249.947,241.329,155.14,103.427,103.427,60.332,68.951,103.427,86.189,86.189,60.332,34.476,68.951,25.857,60.332,34.476,17.238,34.476,25.857,0,8.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27T13:13:02Z,0,0,228.556,338.601,871.898,1354.404,2437.928,2277.092,2945.829,2903.504,3639.961,3656.891,4164.793,4224.048,4384.884,4715.02,5663.103,4850.46,5832.403,5756.218,5654.638,5807.008,5722.358,5282.177,5807.008,4410.279,5104.411,3910.842,4909.715,3868.517,3555.311,4012.423,3326.755,3538.381,2556.438,3030.479,2463.323,2251.697,1980.816,1616.82,1447.52,1320.544,1362.869,1244.359,668.737,812.643,770.317,592.552,567.157,507.902,507.902,448.646,355.531,440.181,270.881,321.671,313.206,304.741,220.091,194.696,211.626,296.276,169.301,186.231,169.301,186.231,160.836,135.44,135.44,110.045,76.185,67.72,33.86,59.255,59.255,42.325,25.395,33.86,33.86,33.86,8.465,25.395,16.93,8.465,8.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
